codigo,descricao
Y49.7,Efeitos Adversos de Psicoestimulantes Que Podem Provocar Dependência
Y49.8,"Efeitos Adversos de Outras Substâncias Psicotrópicas, Não Classificados em Outra Parte"
Y49.9,"Efeitos Adversos de Substância Psicotrópica, Não Especificada"
Y50,"Efeitos Adversos de Estimulantes do Sistema Nervoso Central, Não Classificados em Outra Parte"
Y50.0,Efeitos Adversos de Analépticos
Y50.1,Efeitos Adversos de Antagonistas de Receptores Dos Opiáceos
Y50.2,"Efeitos Adversos de Metilxantinas, Não Classificadas em Outra Parte"
Y50.8,Efeitos Adversos de Outros Estimulantes do Sistema Nervoso Central
Y50.9,"Efeitos Adversos de Estimulante do Sistema Nervoso Central, Não Especificado"
Y51,Efeitos Adversos de Drogas Que Atuam Primariamente Sobre o Sistema Nervoso Autônomo
Y51.0,Efeitos Adversos de Agentes Anticolinesterásicos
Y51.1,Efeitos Adversos de Outros Parasimpaticomiméticos (colinérgicos)
Y51.2,"Efeitos Adversos de Ganglioplégicos, Não Classificados em Outra Parte"
Y51.3,"Efeitos Adversos de Outros Parassimpaticolíticos (anticolinérgicos e Antimuscarínicos) e Espasmolíticos, Não Classificados em Outra Parte"
Y51.4,"Efeitos Adversos de Agonistas Predominantemente Alfa-adrenorreceptores, Não Classificados em Outra Parte"
Y51.5,"Efeitos Adversos de Agonistas Predominantemente Beta-adrenorreceptores, Não Classificados em Outra Parte"
Y51.6,"Efeitos Adversos de Antagonistas Alfa-adrenorreceptores, Não Classificados em Outra Parte"
Y51.7,"Efeitos Adversos de Antagonistas Beta-adrenorreceptores, Não Classificados em Outra Parte"
Y51.8,"Efeitos Adversos de Bloqueadores Nervosos de Ação Central e Adrenérgicos, Não Classificados em Outra Parte"
Y51.9,Efeitos Adversos de Outras Drogas Que Atuam Primariamente Sobre o Sistema Nervoso Autônomo e as Não Especificadas
Y52,Efeitos Adversos de Substâncias Que Atuam Primariamente Sobre o Aparelho Cardiovascular
Y52.0,Efeitos Adversos de Glicosídeos Estimulantes do Coração e Substâncias de Ação Semelhante
Y52.1,Efeitos Adversos de Antagonistas do Cálcio (inibidores do Cálcio)
Y52.2,"Efeitos Adversos de Outras Drogas Antidisrrítmicas, Não Classificadas em Outra Parte"
Y52.3,"Efeitos Adversos de Vasodilatadores Coronarianos, Não Classificados em Outra Parte"
Y52.4,Efeitos Adversos de Inibidores da Enzima de Conversão da Angiotensina
Y52.5,"Efeitos Adversos de Outras Drogas Anti-hipertensivas, Não Classificadas em Outra Parte"
Y52.6,Efeitos Adversos de Drogas Anti-hiperlipidêmicas e Antiarterioscleróticas
Y52.7,Efeitos Adversos de Vasodilatadores Periféricos
Y52.8,"Efeitos Adversos de Drogas Antivaricosas, Incluindo os Agentes Esclerosantes"
Y52.9,Efeitos Adversos de Outras Drogas Que Atuam Primariamente Sobre o Aparelho Cardiovascular e as Não Especificadas
Y53,Efeitos Adversos de Substâncias Que Atuam Primariamente Sobre o Aparelho Gastrointestinal
Y53.0,Efeitos Adversos de Antagonistas Dos Receptores H2 da Histamina
Y53.1,Efeitos Adversos de Outros Medicamentos Antiácidos e Anti-secreção Gástrica
Y53.2,Efeitos Adversos de Laxativos Estimulantes
Y53.3,Efeitos Adversos de Laxativos Salinos e Osmóticos
Y53.4,Efeitos Adversos de Outros Laxativos
Y53.5,Efeitos Adversos de Medicamentos Que Facilitam a Digestão
Y53.6,Efeitos Adversos de Antidiarréicos
Y53.7,Efeitos Adversos de Eméticos
Y53.8,Efeitos Adversos de Outras Substâncias Que Atuam Primariamente Sobre o Aparelho Gastrointestinal
Y53.9,"Efeitos Adversos de Substâncias Que Atuam Primariamente Sobre o Aparelho Gastrointestinal, Não Especificadas"
Y54,"Efeitos Adversos de Substâncias Que Atuam Primariamente Sobre o Metabolismo da Água, Dos Sais Minerais e do Ácido Úrico"
Y54.0,Efeitos Adversos de Mineralocorticóides
Y54.1,Efeitos Adversos de Antagonistas Dos Mineralocorticóides (antagonistas da Aldosterona)
Y54.2,Efeitos Adversos de Inibidores da Anidrase Carbônica
Y54.3,Efeitos Adversos de Derivados da Benzotiadiazína
Y54.4,Efeitos Adversos de Diuréticos de Alça
Y54.5,Efeitos Adversos de Outros Diuréticos
Y54.6,"Efeitos Adversos de Agentes Que Atuam Sobre o Equilíbrio Eletrolítico, Calórico e Hídrico"
Y54.7,Efeitos Adversos de Medicamentos Que Atuam Sobre o Metabolismo de Cálcio
Y54.8,Efeitos Adversos de Drogas Que Atuam Sobre o Metabolismo de Ácido Úrico
Y54.9,Efeitos Adversos de Sais Minerais Não Classificados em Outra Parte
Y55,Efeitos Adversos de Substâncias Que Atuam Primariamente Sobre os Músculos Lisos e Esqueléticos e Sobre o Aparelho Respiratório
Y55.0,Efeitos Adversos de Ocitócicos
Y55.1,Efeitos Adversos de Relaxantes da Musculatura Esquelética (bloqueadores Neuromusculares) (curarizantes)
Y55.2,Efeitos Adversos de Outras Substâncias Que Atuam Primariamente Sobre os Músculos e as Não Especificadas
Y55.3,Efeitos Adversos de Antitússicos
Y55.4,Efeitos Adversos de Expectorantes
Y55.5,Efeitos Adversos de Drogas Anti-resfriado Comum
Y55.6,"Efeitos Adversos de Antiasmáticos, Não Classificados em Outra Parte"
Y55.9,Efeitos Adversos de Outras Drogas Que Atuam Sobre o Aparelho Respiratório e as Não Especificadas
Y56,"Efeitos Adversos de Substâncias de Uso Tópico Que Atuam Primariamente Sobre a Pele e as Membranas Mucosas e Drogas de Uso Oftalmológico, Otorrinolaringológico e Dentário"
Y56.0,"Efeitos Adversos de Drogas Antifúngicas, Antiinfecciosas e Antiinflamatórias de Uso Local, Não Classificadas em Outra Parte"
Y56.1,Efeitos Adversos de Antipruriginosos
Y56.2,Efeitos Adversos de Adstringentes e Detergentes Locais
Y56.3,"Efeitos Adversos de Emolientes, Suavizantes e Protetores da Pele"
Y56.4,"Efeitos Adversos de Ceratolíticos, Ceratoplásticos e Outros Medicamentos e Preparações Capilares"
Y56.5,Efeitos Adversos de Medicamentos e Preparações de Uso Oftalmológico
Y56.6,Efeitos Adversos de Medicamentos e Preparações Usados em Otorrinolaringologia
Y56.7,Efeitos Adversos de Drogas de Uso Dentário Aplicadas Topicamente
Y56.8,Efeitos Adversos de Outras Substâncias de Uso Tópico
Y56.9,Efeitos Adversos de Substância Não Especificada de Uso Tópico
Y57,Efeitos Adversos de Outras Drogas e Medicamentos e as Não Especificadas
Y57.0,Efeitos Adversos de Depressores do Apetite (anoréxicos)
Y57.1,Efeitos Adversos de Lipotrópicos
Y57.2,"Efeitos Adversos de Antídotos e Agentes Quelantes, Não Classificados em Outra Parte"
Y57.3,Efeitos Adversos de Substâncias Para Restringir a Ingestão de Álcool
Y57.4,Efeitos Adversos de Excipientes Farmacêuticos
Y57.5,Efeitos Adversos de Substâncias Utilizadas Como Contraste em Radiologia
Y57.6,Efeitos Adversos de Outras Substâncias Para Fins Diagnósticos
Y57.7,"Efeitos Adversos de Vitaminas, Não Classificadas em Outra Parte"
Y57.8,Efeitos Adversos de Outras Drogas e Medicamentos
Y57.9,Efeitos Adversos de Droga e Medicamento Não Especificado
Y58,Efeitos Adversos de Vacinas Bacterianas
Y58.0,Efeitos Adversos da Vacina BCG
Y58.1,Efeitos Adversos de Vacinas Antitifoídica e Antiparafoídica
Y58.2,Efeitos Adversos da Vacina Anticolérica
Y58.3,Efeitos Adversos da Vacina Antipeste
Y58.4,Efeitos Adversos da Vacina Antitetânica
Y58.5,Efeitos Adversos da Vacina Antidiftérica
Y58.6,"Efeitos Adversos da Vacina Antipertussis, Incluindo as Combinações em Que um Dos Componentes é a Antipertussis"
Y58.8,"Efeitos Adversos de Vacinas Bacterianas Mistas, Exceto as Combinações em Que um Dos Componentes é a Antipertussis"
Y58.9,Efeitos Adversos de Outras Vacinas Bacterianas e as Não Especificadas
Y59,Efeitos Adversos de Outras Vacinas e Substâncias Biológicas e as Não Especificadas
Y59.0,Efeitos Adversos de Vacinas Antivirais
Y59.1,Efeitos Adversos de Vacinas Anti-rickettsias
Y59.2,Efeitos Adversos de Vacinas Antiprotozoários
Y59.3,Efeitos Adversos da Imunoglobulina
Y59.8,Efeitos Adversos de Outras Vacinas e Substâncias Biológicas Especificadas
Y59.9,"Efeitos Adversos de Vacina ou Substância Biológica, Não Especificada"
Y60,"Corte, Punção, Perfuração ou Hemorragia Acidentais Durante a Prestação de Cuidados Médicos ou Cirúrgicos"
Y60.0,"Corte, Punção, Perfuração ou Hemorragia Acidentais Durante Intervenção Cirúrgica"
Y60.1,"Corte, Punção, Perfuração ou Hemorragia Acidentais Durante Infusão ou Transfusão"
Y60.2,"Corte, Punção, Perfuração ou Hemorragia Acidentais Durante Hemodiálise ou Outras Perfusões"
Y60.3,"Corte, Punção, Perfuração ou Hemorragia Acidentais Durante Injeção ou Vacinação (imunização)"
Y60.4,"Corte, Punção, Perfuração ou Hemorragia Acidentais Durante Exame Endoscópico"
Y60.5,"Corte, Punção, Perfuração ou Hemorragia Acidentais Durante Cateterismo Cardíaco"
Y60.6,"Corte, Punção, Perfuração ou Hemorragia Acidentais Durante Aspiração, Punção ou Outro Tipo de Cateterização"
Y60.7,"Corte, Punção, Perfuração ou Hemorragia Acidentais Durante a Administração de Enema"
Y60.8,"Corte, Punção, Perfuração ou Hemorragia Acidentais Durante a Prestação de Outros Cuidados Cirúrgicos e Médicos"
Y60.9,"Corte, Punção, Perfuração ou Hemorragia Acidentais Durante a Prestação de Cuidado Cirúrgico e Médico, Não Especificados"
Y61,Objeto Estranho Deixado Acidentalmente no Corpo Durante a Prestação de Cuidados Cirúrgicos e Médicos
Y61.0,Objeto Estranho Deixado Acidentalmente no Corpo Durante Intervenção Cirúrgica
Y61.1,Objeto Estranho Deixado Acidentalmente no Corpo Durante Infusão ou Transfusão
Y61.2,Objeto Estranho Deixado Acidentalmente no Corpo Durante Hemodiálise ou Outras Perfusões
Y61.3,Objeto Estranho Deixado Acidentalmente no Corpo Durante Injeção ou Vacinação (imunização)
Y61.4,Objeto Estranho Deixado Acidentalmente no Corpo Durante Exame Endoscópico
Y61.5,Objeto Estranho Deixado Acidentalmente no Corpo Durante Cateterismo Cardíaco
Y61.6,"Objeto Estranho Deixado Acidentalmente no Corpo Durante Aspiração, Punção ou Outro Tipo de Cateterização"
Y61.7,Objeto Estranho Deixado Acidentalmente no Corpo Durante a Extração de um Cateter ou de Compressas
Y61.8,Objeto Estranho Deixado Acidentalmente no Corpo Durante a Prestação de Outro Cuidado Cirúrgico e Médico
Y61.9,Objeto Estranho Deixado Acidentalmente no Corpo Durante a Prestação de Cuidado Cirúrgico e Médico Não Especificados
Y62,Assepsia Insuficiente Durante a Prestação de Cuidados Cirúrgicos e Médicos
Y62.0,Assepsia Insuficiente Durante Intervenção Cirúrgica
Y62.1,Assepsia Insuficiente Durante Infusão ou Transfusão
Y62.2,Assepsia Insuficiente Durante Hemodiálise ou Outras Perfusões
Y62.3,Assepsia Insuficiente Durante Injeção ou Vacinação (imunização)
Y62.4,Assepsia Insuficiente Durante Exame Endoscópico
Y62.5,Assepsia Insuficiente Durante Cateterismo Cardíaco
Y62.6,"Assepsia Insuficiente Durante Aspiração, Punção ou Outro Tipo de Cateterização"
Y62.8,Assepsia Insuficiente Durante a Prestação de Outro Cuidado Cirúrgico e Médico
Y62.9,Assepsia Insuficiente Durante a Prestação de Cuidado Cirúrgico e Médico Não Especificados
Y63,Erros de Dosagem Durante a Prestação de Cuidados Médicos e Cirúrgicos
Y63.0,Administração de Quantidade Excessiva de Sangue ou de um Outro Líquido Durante Transfusão ou Infusão
Y63.1,Diluição Incorreta de Líquido Usado Durante a Infusão
Y63.2,Superdosagem de Radiação Administrada Durante a Terapia
Y63.3,Exposição Inadvertida de Paciente a Radiação Durante a Prestação de Cuidado Médico
Y63.4,Erro de Dosagem na Terapia Por Eletrochoque ou Choque Insulínico
Y63.5,Temperatura Inadequada Durante Aplicação Local ou Curativo
Y63.6,"Não Administração de Droga, Medicamento ou Substância Biológica Necessária"
Y63.8,Erros de Dosagem Durante a Prestação de Outro Cuidado Médico e Cirúrgico
Y63.9,"Erros de Dosagem Durante a Prestação de Cuidados Médico e Cirúrgico, Não Especificados"
Y64,Medicamentos ou Substâncias Biológicas Contaminados
Y64.0,Transfusão ou Infusão de Medicamento ou Substância Biológica Contaminados
Y64.1,Injeção ou Vacinação Com Medicamento ou Substância Biológica Contaminados
Y64.8,Administração Por Outros Meios de Medicamento ou Substância Biológicas Contaminados
Y64.9,"Medicamento e Substância Biológica Contaminados, Administrada Por Meios Não Especificados"
Y65,Outros Acidentes Durante a Prestação de Cuidados Médicos e Cirúrgicos
Y65.0,Uso de Sangue Incompatível em Transfusão
Y65.1,Uso de Líquido Errado em Infusão
Y65.2,Falha de Sutura ou de Ligadura Durante Intervenção Cirúrgica
Y65.3,Cânula Endotraqueal Mal Posicionada Durante Procedimento Anestésico
Y65.4,Falha na Introdução ou na Remoção de Outras Cânulas ou Instrumentos
Y65.5,Realização de Uma Operação Inapropriada
Y65.8,Outros Acidentes Especificados Durante a Prestação de Cuidado Médico e Cirúrgico
Y66,Não Administração de Cuidado Médico e Cirúrgico
Y69,Acidente Não Especificado Durante a Prestação de Cuidado Médico e Cirúrgico
Y70,"Dispositivos (aparelhos) de Anestesiologia, Associados a Incidentes Adversos"
Y70.0,"Dispositivos (aparelhos) de Anestesiologia, Associados a Incidentes Adversos"
Y70.1,"Dispositivos (aparelhos) de Anestesiologia, Associados a Incidentes Adversos"
Y70.2,"Dispositivos (aparelhos) de Anestesiologia, Associados a Incidentes Adversos"
Y70.3,"Dispositivos (aparelhos) de Anestesiologia, Associados a Incidentes Adversos"
Y70.8,"Dispositivos (aparelhos) de Anestesiologia, Associados a Incidentes Adversos"
Y71,"Dispositivos (aparelhos) Cardiovasculares, Associados a Incidentes Adversos"
Y71.0,"Dispositivos (aparelhos) Cardiovasculares, Associados a Incidentes Adversos"
Y71.1,"Dispositivos (aparelhos) Cardiovasculares, Associados a Incidentes Adversos"
Y71.2,"Dispositivos (aparelhos) Cardiovasculares, Associados a Incidentes Adversos"
Y71.3,"Dispositivos (aparelhos) Cardiovasculares, Associados a Incidentes Adversos"
Y71.8,"Dispositivos (aparelhos) Cardiovasculares, Associados a Incidentes Adversos"
Y72,"Dispositivos (aparelhos) Utilizados em Otorrinolaringologia, Associados a Incidentes Adversos"
Y72.0,"Dispositivos (aparelhos) Utilizados em Otorrinolaringologia, Associados a Incidentes Adversos"
Y72.1,"Dispositivos (aparelhos) Utilizados em Otorrinolaringologia, Associados a Incidentes Adversos"
Y72.2,"Dispositivos (aparelhos) Utilizados em Otorrinolaringologia, Associados a Incidentes Adversos"
Y72.3,"Dispositivos (aparelhos) Utilizados em Otorrinolaringologia, Associados a Incidentes Adversos"
Y72.8,"Dispositivos (aparelhos) Utilizados em Otorrinolaringologia, Associados a Incidentes Adversos"
Y73,"Dispositivos (aparelhos) Usados em Gastroenterologia e em Urologia, Associados a Incidentes Adversos"
Y73.0,"Dispositivos (aparelhos) Usados em Gastroenterologia e em Urologia, Associados a Incidentes Adversos"
Y73.1,"Dispositivos (aparelhos) Usados em Gastroenterologia e em Urologia, Associados a Incidentes Adversos"
Y73.2,"Dispositivos (aparelhos) Usados em Gastroenterologia e em Urologia, Associados a Incidentes Adversos"
Y73.3,"Dispositivos (aparelhos) Usados em Gastroenterologia e em Urologia, Associados a Incidentes Adversos"
Y73.8,"Dispositivos (aparelhos) Usados em Gastroenterologia e em Urologia, Associados a Incidentes Adversos"
Y74,"Dispositivos (aparelhos) Gerais de Uso Hospitalar ou Pessoal, Associados a Incidentes Adversos"
Y74.0,"Dispositivos (aparelhos) Gerais de Uso Hospitalar ou Pessoal, Associados a Incidentes Adversos"
Y74.1,"Dispositivos (aparelhos) Gerais de Uso Hospitalar ou Pessoal, Associados a Incidentes Adversos"
Y74.2,"Dispositivos (aparelhos) Gerais de Uso Hospitalar ou Pessoal, Associados a Incidentes Adversos"
Y74.3,"Dispositivos (aparelhos) Gerais de Uso Hospitalar ou Pessoal, Associados a Incidentes Adversos"
Y74.8,"Dispositivos (aparelhos) Gerais de Uso Hospitalar ou Pessoal, Associados a Incidentes Adversos"
Y75,"Dispositivos (aparelhos) Utilizados em Neurologia, Associados a Incidentes Adversos"
Y75.0,"Dispositivos (aparelhos) Utilizados em Neurologia, Associados a Incidentes Adversos"
Y75.1,"Dispositivos (aparelhos) Utilizados em Neurologia, Associados a Incidentes Adversos"
Y75.2,"Dispositivos (aparelhos) Utilizados em Neurologia, Associados a Incidentes Adversos"
Y75.3,"Dispositivos (aparelhos) Utilizados em Neurologia, Associados a Incidentes Adversos"
Y75.8,"Dispositivos (aparelhos) Utilizados em Neurologia, Associados a Incidentes Adversos"
Y76,"Dispositivos (aparelhos) Utilizados em Obstetrícia e em Ginecologia, Associados a Incidentes Adversos"
Y76.0,"Dispositivos (aparelhos) Utilizados em Obstetrícia e em Ginecologia, Associados a Incidentes Adversos"
Y76.1,"Dispositivos (aparelhos) Utilizados em Obstetrícia e em Ginecologia, Associados a Incidentes Adversos"
